menuID,menuName,menuDisplayName,menuDescription,categoryID,categoryName,categoryDisplayName,categoryDescription,dishID,dishName,dishPrice,dishType,dishDescription,displayName,printName,tags,imageURL
,Menu,,,,Drinks,,,,Coke classic 330 ml,4.50,standard,Classic cola beverage.,,,Popular,https://tb-static.uber.com/prod/image-proc/processed_images/e15e923b10b7de3375e765a00db359fe/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Sprite 330 ml(zero sugar),4.50,standard,A refreshing zero-sugar drink.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/0ad4345e204bb183daeddcb3813440d3/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Coke diet 330 ml,4.50,standard,"Low-calorie, crisp and refreshing soft drink.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/4e1292de1f1d327baaec55c320ef0751/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Fanta 330ml,4.50,standard,Refreshing orange flavoured soft drink.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/c7083c4ed861018ccc58bb6a315c7bea/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,L&P 330ml,4.50,standard,,,,,https://tb-static.uber.com/prod/image-proc/processed_images/5de7440912a37a25d51dbff526da6d31/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Coke 330 ml ( zero sugar ),4.50,standard,"Sugar-free and refreshing, a classic cola drink.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/e15e923b10b7de3375e765a00db359fe/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Salted Lassie,5.50,standard,Blended yogurt and water drink with a dash of cumin powder for a refreshing taste.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/406d423918490f7cce7d926f9e6cb373/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Curry garden combo deal,,,,Pappadam (V),2.00,standard,"Thin, crispy Indian flatbread served as an appetizer.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry garden combo deal,,,,Masala Papadam (V),9.50,standard,"Thin, crispy flatbread flavoured with aromatic spices.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/09e77a2d9ec1cf3632a01e2f334864b4/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Curry garden combo deal,,,,Onion Bhaji (V),10.99,standard,Sliced onion spiced and mixed with chickpea and fried until golden.Served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry garden combo deal,,,,Samosa (V),10.99,standard,Triangular pastry stuffed with potatoes and peas deep fried until crispy. Served with tamarind sauce.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/cf286f533902f445c5a801d7b2095c98/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Curry garden combo deal,,,,Mixed Pakora (V),12.99,standard,Mixed vegetables battered with chickpeas then fried. Served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry garden combo deal,,,,Veggie Kathi Roll (V),14.50,standard,"Cottage cheese, mixed vegetable and roasted kabab wrapped in a paratha bread.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry garden combo deal,,,,Paneer Pakora (V),15.50,standard,Cottage cheese dipped in batter served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry garden combo deal,,,,Paneer Tikka (V),18.50,standard,"Cheese marinated with yoghurt, herb, spices and grilled in tandoor.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry garden combo deal,,,,Garden Special Vegetable Platter (V),25.99,standard,"Mixed pakora, onion bhaji, paneer pakora, and spring roll served with tangy tamarind sauce. Vegetarian delight!",,,,https://tb-static.uber.com/prod/image-proc/processed_images/01ed0d4e86a81b32f2d3e1adbdf70390/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Curry garden combo deal,,,,Spring Rolls (V),12.50,standard,Thin pastry with vegetables and mild spices served with sweet chilli sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry garden combo deal,,,,Poppadam Starter (V),12.50,standard,"Crispy poppadoms fried in oil and served with mango chutney, mixed pickle, raita and kachumber salad.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry garden combo deal,,,,Vegetable Platter for Two (V),28.99,standard,"Combination of mixed pakora, samosa and onion bhaji. Served with tamarind sauce.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/bf132930e3eefee903c8ec4812622efe/58f691da9eaef86b0b51f9b2c483fe63.jpeg
